Time(s),FilteredDistance(m),SafeDistance(m),DistanceError(m),TargetVelocity(m/s),MeasuredVelocity(m/s),VelocityError(m/s),PIDOutput,PWMOutput
60.0,0.546,0.235,0.311,0.35,0.172,0.178,150.2,150
60.15,0.572,0.235,0.337,0.35,0.172,0.178,160.7,160
60.3,0.604,0.236,0.369,0.35,0.172,0.178,171.2,171
60.45,0.636,0.236,0.401,0.35,0.173,0.177,181.3,181
60.6,0.666,0.236,0.43,0.35,0.176,0.174,190.9,190
60.75,0.706,0.237,0.469,0.35,0.177,0.173,201.0,200
60.9,0.737,0.238,0.499,0.35,0.179,0.171,210.5,210
61.05,0.776,0.239,0.537,0.35,0.184,0.166,219.4,219
61.2,0.82,0.24,0.58,0.35,0.188,0.162,228.4,228
61.35,0.852,0.241,0.611,0.35,0.191,0.159,237.3,237
61.5,0.892,0.243,0.649,0.35,0.197,0.153,245.1,245
61.65,0.93,0.245,0.685,0.35,0.2,0.15,253.5,253
61.8,0.969,0.247,0.722,0.35,0.204,0.146,261.6,255
61.95,1.006,0.249,0.757,0.35,0.209,0.141,260.4,255
62.1,1.047,0.251,0.796,0.35,0.214,0.136,259.4,255
62.25,1.095,0.253,0.842,0.35,0.22,0.13,257.9,255
62.4,1.144,0.255,0.889,0.35,0.225,0.125,257.0,255
62.55,1.182,0.258,0.924,0.35,0.23,0.12,256.1,255
62.7,1.22,0.26,0.959,0.35,0.236,0.114,254.8,254
62.85,1.27,0.263,1.007,0.35,0.24,0.11,260.6,255
63.0,1.304,0.265,1.039,0.35,0.245,0.105,259.4,255
63.15,1.348,0.267,1.081,0.35,0.247,0.103,259.1,255
63.3,1.386,0.269,1.117,0.35,0.251,0.099,258.3,255
63.45,1.425,0.271,1.154,0.35,0.253,0.097,258.0,255
63.6,1.465,0.273,1.193,0.35,0.255,0.095,257.5,255
63.75,1.514,0.274,1.24,0.35,0.258,0.092,256.9,255
63.9,1.556,0.276,1.279,0.35,0.264,0.086,255.6,255
64.05,1.593,0.278,1.315,0.35,0.266,0.084,255.3,255
64.2,1.636,0.279,1.356,0.35,0.269,0.081,254.6,254
64.35,1.679,0.281,1.398,0.35,0.272,0.078,258.7,255
64.5,1.727,0.283,1.444,0.35,0.276,0.074,257.7,255
64.65,1.777,0.285,1.492,0.35,0.281,0.069,256.8,255
64.8,1.822,0.287,1.535,0.35,0.286,0.064,255.6,255
64.95,1.867,0.289,1.578,0.35,0.291,0.059,254.7,254
65.1,1.914,0.291,1.623,0.35,0.294,0.056,257.4,255
65.25,1.952,0.293,1.659,0.35,0.298,0.052,256.6,255
65.4,1.988,0.295,1.693,0.35,0.3,0.05,256.2,255
65.55,2.023,0.296,1.727,0.35,0.301,0.049,256.1,255
65.7,2.06,0.298,1.762,0.35,0.304,0.046,255.3,255
65.85,2.104,0.299,1.805,0.35,0.307,0.043,254.8,254
66.0,2.142,0.301,1.841,0.35,0.311,0.039,256.5,255
66.15,2.186,0.302,1.884,0.35,0.311,0.039,256.6,255
66.3,2.227,0.303,1.924,0.35,0.315,0.035,255.6,255
66.45,2.265,0.305,1.961,0.35,0.317,0.033,255.2,255
66.6,2.303,0.306,1.997,0.35,0.32,0.03,254.6,254
66.75,2.33,0.307,2.023,0.35,0.324,0.026,255.5,255
66.9,2.363,0.309,2.054,0.35,0.325,0.025,255.4,255
67.05,2.392,0.31,2.082,0.35,0.324,0.026,255.5,255
67.2,2.423,0.311,2.112,0.35,0.328,0.022,254.7,254
67.35,2.453,0.312,2.141,0.35,0.328,0.022,256.0,255
67.5,2.488,0.313,2.176,0.35,0.332,0.018,255.0,255
67.65,2.522,0.314,2.208,0.35,0.333,0.017,255.1,255
67.8,2.556,0.314,2.241,0.35,0.334,0.016,254.8,254
67.95,2.586,0.315,2.271,0.35,0.333,0.017,255.9,255
68.1,2.617,0.316,2.301,0.35,0.336,0.014,255.3,255
68.25,2.64,0.317,2.324,0.35,0.339,0.011,254.7,254
68.4,2.667,0.317,2.349,0.35,0.338,0.012,255.6,255
68.55,2.689,0.318,2.371,0.35,0.338,0.012,255.5,255
68.7,2.71,0.319,2.391,0.35,0.342,0.008,254.6,254
68.85,2.738,0.32,2.418,0.35,0.346,0.004,254.2,254
69.0,2.751,0.321,2.431,0.35,0.349,0.001,253.9,253
69.15,2.765,0.322,2.443,0.35,0.35,0.0,253.8,253
69.3,2.778,0.323,2.456,0.35,0.35,0.0,253.9,253
69.45,2.792,0.323,2.468,0.35,0.351,-0.001,253.5,253
69.6,2.809,0.324,2.485,0.35,0.353,-0.003,253.0,252
69.75,2.833,0.325,2.509,0.35,0.353,-0.003,253.0,253
69.9,2.844,0.325,2.519,0.35,0.355,-0.005,252.2,252
70.05,2.865,0.326,2.539,0.35,0.359,-0.009,251.2,251
70.2,2.875,0.327,2.547,0.35,0.361,-0.011,250.2,250
70.35,2.88,0.328,2.552,0.35,0.359,-0.009,250.1,250
70.5,2.886,0.328,2.558,0.35,0.36,-0.01,249.3,249
70.65,2.891,0.329,2.562,0.35,0.36,-0.01,248.7,248
70.8,2.904,0.33,2.575,0.35,0.363,-0.013,247.4,247
70.95,2.915,0.33,2.585,0.35,0.363,-0.013,246.9,246
71.1,2.924,0.331,2.593,0.35,0.365,-0.015,245.5,245
71.25,2.93,0.331,2.599,0.35,0.363,-0.013,245.1,245
71.4,2.931,0.331,2.599,0.35,0.366,-0.016,243.6,243
71.55,2.927,0.332,2.595,0.35,0.366,-0.016,242.9,242
71.7,2.925,0.332,2.594,0.35,0.365,-0.015,242.1,242
71.85,2.919,0.332,2.587,0.35,0.364,-0.014,241.4,241
72.0,2.919,0.332,2.587,0.35,0.366,-0.016,240.1,240
72.15,2.909,0.332,2.576,0.35,0.365,-0.015,239.5,239
72.3,2.906,0.332,2.574,0.35,0.363,-0.013,239.0,239
72.45,2.906,0.332,2.574,0.35,0.363,-0.013,238.3,238
72.6,2.892,0.332,2.56,0.35,0.361,-0.011,237.8,237
72.75,2.875,0.331,2.544,0.35,0.362,-0.012,237.1,237
72.9,2.871,0.331,2.539,0.35,0.363,-0.013,236.2,236
73.05,2.852,0.331,2.521,0.35,0.362,-0.012,235.7,235
73.2,2.84,0.331,2.509,0.35,0.364,-0.014,234.5,234
73.35,2.828,0.332,2.496,0.35,0.365,-0.015,233.3,233
73.5,2.818,0.332,2.486,0.35,0.365,-0.015,232.6,232
73.65,2.805,0.332,2.473,0.35,0.363,-0.013,232.2,232
73.8,2.788,0.332,2.456,0.35,0.365,-0.015,230.9,230
73.95,2.762,0.332,2.43,0.35,0.365,-0.015,230.1,230
74.1,2.744,0.332,2.412,0.35,0.362,-0.012,229.8,229
74.25,2.726,0.332,2.394,0.35,0.363,-0.013,228.8,228
74.4,2.699,0.332,2.367,0.35,0.365,-0.015,227.7,227
74.55,2.675,0.332,2.343,0.35,0.363,-0.013,227.4,227
74.7,2.646,0.332,2.314,0.35,0.365,-0.015,226.1,226
74.85,2.622,0.332,2.289,0.35,0.366,-0.016,224.9,224
75.0,2.588,0.332,2.256,0.35,0.365,-0.015,224.4,224
75.15,2.556,0.332,2.224,0.35,0.363,-0.013,223.9,223
75.3,2.535,0.332,2.203,0.35,0.363,-0.013,223.0,222
75.45,2.511,0.332,2.179,0.35,0.363,-0.013,222.3,222
75.6,2.481,0.332,2.149,0.35,0.364,-0.014,221.2,221
75.75,2.455,0.332,2.123,0.35,0.362,-0.012,220.9,220
75.9,2.427,0.331,2.096,0.35,0.359,-0.009,220.8,220
76.05,2.397,0.331,2.066,0.35,0.359,-0.009,220.2,220
76.2,2.362,0.331,2.031,0.35,0.36,-0.01,219.4,219
76.35,2.329,0.331,1.998,0.35,0.361,-0.011,218.6,218
76.5,2.293,0.331,1.962,0.35,0.361,-0.011,218.1,218
76.65,2.261,0.331,1.93,0.35,0.362,-0.012,217.1,217
76.8,2.225,0.331,1.894,0.35,0.363,-0.013,216.3,216
76.95,2.191,0.331,1.86,0.35,0.364,-0.014,215.4,215
77.1,2.15,0.331,1.818,0.35,0.365,-0.015,214.3,214
77.25,2.11,0.331,1.779,0.35,0.363,-0.013,213.9,213
77.4,2.063,0.332,1.731,0.35,0.363,-0.013,213.1,213
77.55,2.014,0.331,1.683,0.35,0.363,-0.013,212.4,212
77.7,1.974,0.331,1.642,0.35,0.362,-0.012,211.8,211
77.85,1.931,0.331,1.6,0.35,0.359,-0.009,211.8,211
78.0,1.894,0.331,1.563,0.35,0.36,-0.01,210.9,210
78.15,1.848,0.331,1.517,0.35,0.361,-0.011,210.0,210
78.3,1.803,0.33,1.473,0.35,0.359,-0.009,210.0,210
78.45,1.763,0.33,1.433,0.35,0.358,-0.008,209.8,209
78.6,1.721,0.33,1.391,0.35,0.359,-0.009,209.0,208
78.75,1.674,0.329,1.344,0.35,0.357,-0.007,209.0,209
78.9,1.638,0.329,1.309,0.35,0.354,-0.004,209.2,209
79.05,1.594,0.328,1.266,0.35,0.351,-0.001,209.5,209
79.2,1.556,0.327,1.229,0.35,0.349,0.001,209.8,209
79.35,1.506,0.327,1.18,0.35,0.349,0.001,209.9,209
79.5,1.461,0.326,1.135,0.35,0.351,-0.001,209.5,209
79.65,1.417,0.326,1.091,0.35,0.351,-0.001,209.5,209
79.8,1.371,0.326,1.045,0.35,0.348,0.002,210.1,210
79.95,1.326,0.325,1.0,0.35,0.349,0.001,209.9,209
80.1,1.288,0.325,0.963,0.35,0.351,-0.001,209.5,209
80.25,1.25,0.326,0.925,0.35,0.352,-0.002,209.3,209
80.4,1.212,0.325,0.887,0.35,0.35,0.0,209.7,209
80.55,1.165,0.325,0.84,0.35,0.348,0.002,210.1,210
80.7,1.118,0.325,0.794,0.35,0.346,0.004,210.6,210
80.85,1.077,0.324,0.753,0.35,0.344,0.006,211.2,211
81.0,1.033,0.324,0.709,0.35,0.345,0.005,211.4,211
81.15,0.987,0.323,0.664,0.35,0.344,0.006,211.9,211
81.3,0.955,0.323,0.632,0.35,0.344,0.006,212.3,212
81.45,0.922,0.323,0.599,0.35,0.346,0.004,212.1,212
81.6,0.884,0.323,0.561,0.35,0.348,0.002,211.9,211
81.75,0.851,0.323,0.527,0.35,0.347,0.003,212.2,212
81.9,0.811,0.323,0.488,0.35,0.345,0.005,213.0,213
82.05,0.777,0.323,0.454,0.35,0.346,0.004,213.0,213
82.2,0.743,0.323,0.42,0.35,0.343,0.007,213.9,213
82.35,0.707,0.322,0.385,0.35,0.343,0.007,214.3,214
82.5,0.665,0.322,0.343,0.35,0.344,0.006,214.4,214
82.65,0.634,0.322,0.312,0.35,0.342,0.008,215.2,215
82.8,0.607,0.322,0.286,0.35,0.34,0.01,216.1,216
82.95,0.573,0.321,0.253,0.35,0.338,0.012,217.1,217
83.1,0.535,0.32,0.214,0.35,0.337,0.013,218.0,218
83.25,0.503,0.32,0.184,0.35,0.335,0.015,219.2,219
83.4,0.475,0.319,0.156,0.35,0.337,0.013,219.4,219
83.55,0.439,0.32,0.12,0.35,0.34,0.01,219.7,219
83.7,0.407,0.32,0.087,0.35,0.34,0.01,220.2,220
83.85,0.382,0.32,0.062,0.35,0.34,0.01,221.0,221
84.0,0.357,0.32,0.037,0.35,0.34,0.01,221.5,221
84.15,0.338,0.32,0.018,0.35,0.342,0.008,221.5,221
84.3,0.31,0.321,-0.011,0.32,0.345,-0.025,214.1,214
84.45,0.282,0.321,-0.039,0.29,0.346,-0.056,206.0,206
84.6,0.264,0.322,-0.058,0.26,0.345,-0.085,196.8,196
84.75,0.25,0.322,-0.072,0.23,0.343,-0.113,185.9,185
84.9,0.223,0.322,-0.099,0.2,0.343,-0.143,173.1,173
85.05,0.208,0.321,-0.113,0.17,0.339,-0.169,159.3,159
85.2,0.193,0.32,-0.127,0.14,0.335,-0.195,144.0,144
85.35,0.171,0.319,-0.148,0.11,0.331,-0.221,127.1,127
85.5,0.15,0.318,-0.167,0.08,0.329,-0.249,108.2,108
85.65,0.14,0.317,-0.177,0.05,0.326,-0.276,-59.0,0
85.8,0.135,0.315,-0.18,0.02,0.319,-0.299,-63.6,0
85.95,0.116,0.313,-0.197,0.0,0.312,-0.312,-77.0,0
86.1,0.111,0.31,-0.2,0.0,0.305,-0.305,-75.2,0
86.25,0.107,0.307,-0.2,0.0,0.296,-0.296,-73.1,0
86.4,0.094,0.304,-0.21,0.0,0.29,-0.29,-71.6,0
86.55,0.083,0.301,-0.218,0.0,0.282,-0.282,-69.6,0
86.7,0.074,0.298,-0.223,0.0,0.277,-0.277,-68.3,0
86.85,0.068,0.295,-0.227,0.0,0.271,-0.271,-66.8,0
87.0,0.064,0.292,-0.228,0.0,0.264,-0.264,-65.2,0
87.15,0.064,0.288,-0.224,0.0,0.257,-0.257,-63.3,0
87.3,0.062,0.285,-0.223,0.0,0.252,-0.252,-62.1,0
87.45,0.062,0.282,-0.22,0.0,0.245,-0.245,-60.5,0
87.6,0.059,0.279,-0.22,0.0,0.238,-0.238,-58.7,0
87.75,0.062,0.275,-0.213,0.0,0.23,-0.23,-56.7,0
87.9,0.075,0.272,-0.198,0.0,0.226,-0.226,-55.9,0
88.05,0.087,0.27,-0.182,0.0,0.222,-0.222,-54.8,0
88.2,0.092,0.267,-0.175,0.0,0.217,-0.217,-53.6,0
88.35,0.101,0.264,-0.163,0.0,0.212,-0.212,-52.3,0
88.5,0.11,0.261,-0.151,0.0,0.205,-0.205,-50.6,0
88.65,0.123,0.259,-0.136,0.0,0.201,-0.201,-42.2,0
88.8,0.129,0.256,-0.126,0.0,0.194,-0.194,-40.5,0
88.95,0.145,0.253,-0.108,0.0,0.189,-0.189,-39.5,0
89.1,0.169,0.25,-0.081,0.0,0.185,-0.185,-38.7,0
89.25,0.191,0.248,-0.057,0.0,0.18,-0.18,-37.6,0
89.4,0.208,0.245,-0.037,0.0,0.176,-0.176,-36.8,0
89.55,0.231,0.243,-0.013,0.0,0.173,-0.173,-36.3,0
89.7,0.242,0.241,0.002,0.186,0.168,0.018,10.7,10
89.85,0.262,0.239,0.024,0.349,0.166,0.183,45.5,45
90.0,0.287,0.237,0.05,0.35,0.165,0.185,50.7,50
90.15,0.303,0.236,0.067,0.35,0.164,0.186,61.7,61
90.3,0.334,0.234,0.099,0.35,0.161,0.189,73.4,73
90.45,0.359,0.233,0.125,0.35,0.16,0.19,84.6,84
90.6,0.38,0.233,0.148,0.35,0.161,0.189,95.3,95
90.75,0.404,0.232,0.171,0.35,0.162,0.188,106.1,106
90.9,0.429,0.232,0.197,0.35,0.164,0.186,116.8,116
91.05,0.464,0.232,0.232,0.35,0.164,0.186,127.6,127
91.2,0.491,0.232,0.259,0.35,0.165,0.185,138.2,138
91.35,0.52,0.233,0.287,0.35,0.168,0.182,148.5,148
91.5,0.555,0.233,0.322,0.35,0.172,0.178,158.3,158
91.65,0.596,0.234,0.361,0.35,0.173,0.177,168.6,168
91.8,0.629,0.235,0.394,0.35,0.173,0.177,179.0,178
91.95,0.664,0.235,0.429,0.35,0.175,0.175,188.7,188
92.1,0.705,0.236,0.469,0.35,0.176,0.174,198.8,198
92.25,0.737,0.237,0.5,0.35,0.181,0.169,207.9,207
92.4,0.77,0.238,0.532,0.35,0.184,0.166,217.1,217
92.55,0.8,0.24,0.56,0.35,0.187,0.163,226.2,226
92.7,0.832,0.241,0.592,0.35,0.189,0.161,235.4,235
92.85,0.879,0.242,0.637,0.35,0.192,0.158,244.1,244
93.0,0.92,0.244,0.676,0.35,0.198,0.152,251.9,251
93.15,0.964,0.246,0.718,0.35,0.202,0.148,260.1,255
93.3,1.0,0.248,0.752,0.35,0.207,0.143,258.9,255
93.45,1.039,0.25,0.789,0.35,0.213,0.137,257.7,255
93.6,1.083,0.252,0.83,0.35,0.22,0.13,256.3,255
93.75,1.123,0.255,0.869,0.35,0.223,0.127,255.7,255
93.9,1.159,0.257,0.902,0.35,0.228,0.122,254.7,254
94.05,1.198,0.259,0.939,0.35,0.231,0.119,261.3,255
94.2,1.244,0.261,0.984,0.35,0.233,0.117,260.9,255
94.35,1.292,0.263,1.029,0.35,0.235,0.115,260.3,255
94.5,1.34,0.264,1.076,0.35,0.237,0.113,259.9,255
94.65,1.375,0.266,1.109,0.35,0.243,0.107,258.7,255
94.8,1.416,0.268,1.148,0.35,0.245,0.105,258.3,255
94.95,1.452,0.269,1.183,0.35,0.248,0.102,257.6,255
95.1,1.494,0.271,1.222,0.35,0.254,0.096,256.3,255
95.25,1.542,0.273,1.268,0.35,0.259,0.091,255.2,255
95.4,1.582,0.275,1.307,0.35,0.262,0.088,254.8,254
95.55,1.633,0.277,1.356,0.35,0.266,0.084,258.9,255
95.7,1.678,0.279,1.399,0.35,0.268,0.082,258.7,255
95.85,1.72,0.281,1.439,0.35,0.273,0.077,257.4,255
96.0,1.765,0.283,1.482,0.35,0.279,0.071,256.3,255
96.15,1.805,0.285,1.52,0.35,0.282,0.068,255.6,255
96.3,1.852,0.287,1.565,0.35,0.286,0.064,254.7,254
96.45,1.892,0.289,1.603,0.35,0.287,0.063,258.3,255
96.6,1.939,0.29,1.648,0.35,0.292,0.058,257.3,255
96.75,1.974,0.292,1.682,0.35,0.293,0.057,257.1,255
96.9,2.01,0.293,1.717,0.35,0.295,0.055,256.7,255
97.05,2.048,0.295,1.754,0.35,0.298,0.052,256.0,255
97.2,2.092,0.296,1.796,0.35,0.302,0.048,255.1,255
97.35,2.126,0.298,1.828,0.35,0.306,0.044,254.3,254
97.5,2.168,0.299,1.868,0.35,0.307,0.043,256.8,255
97.65,2.205,0.3,1.905,0.35,0.307,0.043,256.7,255
97.8,2.239,0.302,1.937,0.35,0.311,0.039,255.7,255
97.95,2.279,0.303,1.977,0.35,0.313,0.037,255.5,255
98.1,2.307,0.304,2.003,0.35,0.313,0.037,255.6,255
98.25,2.335,0.305,2.03,0.35,0.316,0.034,254.8,254
98.4,2.377,0.306,2.071,0.35,0.318,0.032,256.4,255
98.55,2.407,0.307,2.101,0.35,0.319,0.031,256.2,255
98.7,2.446,0.308,2.138,0.35,0.322,0.028,255.6,255
98.85,2.473,0.309,2.164,0.35,0.322,0.028,255.7,255
99.0,2.498,0.31,2.188,0.35,0.325,0.025,254.9,254
99.15,2.525,0.311,2.214,0.35,0.329,0.021,255.6,255
99.3,2.557,0.312,2.245,0.35,0.331,0.019,255.2,255
99.45,2.585,0.313,2.272,0.35,0.334,0.016,254.6,254
99.6,2.617,0.314,2.303,0.35,0.337,0.013,254.8,254
99.75,2.644,0.316,2.328,0.35,0.339,0.011,255.1,255
99.9,2.673,0.317,2.356,0.35,0.342,0.008,254.5,254
100.05,2.694,0.318,2.376,0.35,0.344,0.006,254.5,254
100.2,2.724,0.319,2.404,0.35,0.344,0.006,255.0,254
100.35,2.751,0.32,2.431,0.35,0.345,0.005,255.0,255
100.5,2.763,0.321,2.442,0.35,0.348,0.002,254.3,254
100.65,2.788,0.322,2.466,0.35,0.351,-0.001,253.8,253
100.8,2.806,0.323,2.482,0.35,0.354,-0.004,253.2,253
100.95,2.814,0.324,2.49,0.35,0.354,-0.004,253.1,253
101.1,2.836,0.325,2.511,0.35,0.354,-0.004,252.7,252
101.25,2.855,0.325,2.529,0.35,0.353,-0.003,252.8,252
101.4,2.87,0.326,2.544,0.35,0.353,-0.003,252.6,252
101.55,2.883,0.326,2.557,0.35,0.354,-0.004,252.1,252
101.7,2.892,0.326,2.566,0.35,0.354,-0.004,252.0,252
101.85,2.907,0.327,2.581,0.35,0.355,-0.005,251.5,251
102.0,2.914,0.327,2.587,0.35,0.358,-0.008,250.4,250
102.15,2.922,0.328,2.594,0.35,0.361,-0.011,249.3,249
102.3,2.93,0.329,2.602,0.35,0.361,-0.011,248.9,248
102.45,2.934,0.329,2.605,0.35,0.362,-0.012,247.9,247
102.6,2.938,0.33,2.608,0.35,0.362,-0.012,247.3,247
102.75,2.944,0.33,2.614,0.35,0.362,-0.012,246.6,246
102.9,2.94,0.33,2.61,0.35,0.364,-0.014,245.4,245
103.05,2.939,0.331,2.608,0.35,0.364,-0.014,244.7,244
103.2,2.941,0.331,2.611,0.35,0.362,-0.012,244.4,244
103.35,2.933,0.331,2.603,0.35,0.36,-0.01,244.1,244
103.5,2.928,0.331,2.597,0.35,0.363,-0.013,242.7,242
103.65,2.917,0.331,2.586,0.35,0.365,-0.015,241.6,241
103.8,2.904,0.332,2.572,0.35,0.365,-0.015,240.7,240
103.95,2.896,0.332,2.564,0.35,0.363,-0.013,240.3,240
104.1,2.893,0.332,2.561,0.35,0.366,-0.016,238.8,238
104.25,2.885,0.332,2.553,0.35,0.366,-0.016,237.9,237
104.4,2.88,0.333,2.547,0.35,0.368,-0.018,236.4,236
104.55,2.863,0.333,2.529,0.35,0.371,-0.021,234.8,234
104.7,2.849,0.334,2.515,0.35,0.371,-0.021,233.6,233
104.85,2.836,0.334,2.502,0.35,0.369,-0.019,233.0,232
105.0,2.81,0.334,2.476,0.35,0.371,-0.021,231.3,231
105.15,2.792,0.335,2.457,0.35,0.37,-0.02,230.2,230
105.3,2.775,0.335,2.44,0.35,0.371,-0.021,228.9,228
105.45,2.751,0.335,2.416,0.35,0.371,-0.021,227.6,227
105.6,2.73,0.335,2.395,0.35,0.372,-0.022,226.2,226
105.75,2.711,0.335,2.376,0.35,0.37,-0.02,225.3,225
105.9,2.692,0.335,2.357,0.35,0.367,-0.017,224.8,224
106.05,2.66,0.335,2.325,0.35,0.368,-0.018,223.4,223
106.2,2.639,0.334,2.304,0.35,0.368,-0.018,222.6,222
106.35,2.605,0.334,2.27,0.35,0.366,-0.016,221.9,221
106.5,2.572,0.334,2.238,0.35,0.368,-0.018,220.5,220
106.65,2.552,0.334,2.218,0.35,0.366,-0.016,219.9,219
106.8,2.519,0.334,2.186,0.35,0.366,-0.016,219.0,218
106.95,2.488,0.333,2.155,0.35,0.364,-0.014,218.5,218
107.1,2.452,0.333,2.119,0.35,0.364,-0.014,217.6,217
107.25,2.416,0.332,2.084,0.35,0.362,-0.012,217.4,217
107.4,2.379,0.332,2.047,0.35,0.359,-0.009,217.3,217
107.55,2.346,0.331,2.015,0.35,0.358,-0.008,216.9,216
107.7,2.308,0.33,1.978,0.35,0.356,-0.006,216.9,216
107.85,2.282,0.33,1.952,0.35,0.355,-0.005,216.6,216
108.0,2.247,0.329,1.918,0.35,0.356,-0.006,216.1,216
108.15,2.205,0.329,1.876,0.35,0.356,-0.006,215.9,215
108.3,2.165,0.328,1.836,0.35,0.355,-0.005,215.8,215
108.45,2.137,0.328,1.809,0.35,0.353,-0.003,216.0,216
108.6,2.103,0.328,1.775,0.35,0.353,-0.003,215.5,215
108.75,2.059,0.327,1.732,0.35,0.353,-0.003,215.5,215
108.9,2.028,0.327,1.701,0.35,0.353,-0.003,215.3,215
109.05,1.984,0.327,1.657,0.35,0.353,-0.003,215.0,215
109.2,1.943,0.327,1.616,0.35,0.354,-0.004,214.7,214
109.35,1.901,0.327,1.574,0.35,0.355,-0.005,214.2,214
109.5,1.857,0.327,1.53,0.35,0.355,-0.005,214.1,214
109.65,1.815,0.327,1.488,0.35,0.356,-0.006,213.5,213
109.8,1.772,0.327,1.445,0.35,0.353,-0.003,213.9,213
109.95,1.736,0.327,1.409,0.35,0.354,-0.004,213.4,213
110.1,1.691,0.327,1.364,0.35,0.354,-0.004,213.1,213
110.25,1.652,0.327,1.325,0.35,0.356,-0.006,212.4,212
110.4,1.618,0.327,1.29,0.35,0.356,-0.006,212.2,212
110.55,1.573,0.327,1.246,0.35,0.355,-0.005,212.2,212
110.7,1.537,0.327,1.21,0.35,0.352,-0.002,212.5,212
110.85,1.485,0.327,1.159,0.35,0.351,-0.001,212.5,212
111.0,1.442,0.327,1.115,0.35,0.353,-0.003,212.0,212
111.15,1.403,0.327,1.076,0.35,0.353,-0.003,211.8,211
111.3,1.353,0.326,1.027,0.35,0.352,-0.002,212.0,211
111.45,1.315,0.326,0.989,0.35,0.352,-0.002,211.8,211
111.6,1.276,0.326,0.95,0.35,0.352,-0.002,211.7,211
111.75,1.24,0.326,0.914,0.35,0.352,-0.002,211.5,211
111.9,1.204,0.326,0.878,0.35,0.353,-0.003,211.1,211
112.05,1.164,0.326,0.838,0.35,0.352,-0.002,211.2,211
112.2,1.117,0.326,0.791,0.35,0.351,-0.001,211.4,211
112.35,1.068,0.326,0.742,0.35,0.348,0.002,212.0,211
112.5,1.024,0.325,0.699,0.35,0.347,0.003,212.1,212
112.65,0.984,0.325,0.66,0.35,0.346,0.004,212.5,212
112.8,0.949,0.324,0.624,0.35,0.347,0.003,212.6,212
112.95,0.902,0.324,0.578,0.35,0.347,0.003,212.8,212
113.1,0.858,0.324,0.534,0.35,0.346,0.004,213.1,213
113.25,0.82,0.324,0.496,0.35,0.346,0.004,213.4,213
113.4,0.779,0.323,0.456,0.35,0.343,0.007,214.3,214
113.55,0.744,0.323,0.421,0.35,0.345,0.005,214.2,214
113.7,0.708,0.323,0.385,0.35,0.346,0.004,214.3,214
113.85,0.67,0.323,0.347,0.35,0.346,0.004,214.5,214
114.0,0.644,0.323,0.321,0.35,0.345,0.005,215.1,215
114.15,0.614,0.323,0.291,0.35,0.345,0.005,215.2,215
114.3,0.575,0.323,0.252,0.35,0.343,0.007,216.0,215
114.45,0.537,0.322,0.214,0.35,0.342,0.008,216.7,216
114.6,0.507,0.322,0.185,0.35,0.344,0.006,216.6,216
114.75,0.472,0.322,0.15,0.35,0.346,0.004,216.4,216
114.9,0.438,0.323,0.115,0.35,0.348,0.002,216.4,216
115.05,0.419,0.323,0.097,0.35,0.346,0.004,216.9,216
115.2,0.399,0.323,0.076,0.35,0.344,0.006,217.6,217
115.35,0.378,0.323,0.056,0.35,0.345,0.005,217.7,217
115.5,0.349,0.323,0.026,0.35,0.345,0.005,218.0,218
115.65,0.321,0.323,-0.002,0.336,0.347,-0.011,214.4,214
115.8,0.304,0.323,-0.019,0.306,0.346,-0.04,207.1,207
115.95,0.273,0.323,-0.05,0.276,0.346,-0.07,198.6,198
116.1,0.251,0.323,-0.072,0.246,0.345,-0.099,188.4,188
116.25,0.236,0.323,-0.087,0.216,0.344,-0.128,176.6,176
116.4,0.216,0.322,-0.106,0.186,0.34,-0.154,163.8,163
116.55,0.194,0.321,-0.127,0.156,0.335,-0.179,149.4,149
116.7,0.181,0.32,-0.139,0.126,0.335,-0.209,132.6,132
116.85,0.17,0.319,-0.149,0.096,0.334,-0.238,114.3,114
117.0,0.159,0.318,-0.159,0.066,0.331,-0.264,94.9,94
117.15,0.149,0.317,-0.168,0.036,0.328,-0.292,-62.2,0
117.3,0.14,0.315,-0.176,0.006,0.32,-0.313,-66.6,0
117.45,0.119,0.313,-0.194,0.0,0.313,-0.313,-77.2,0
117.6,0.116,0.311,-0.194,0.0,0.307,-0.307,-75.8,0
117.75,0.102,0.308,-0.206,0.0,0.298,-0.298,-73.6,0
117.9,0.1,0.305,-0.205,0.0,0.292,-0.292,-72.0,0
118.05,0.098,0.302,-0.204,0.0,0.286,-0.286,-70.6,0
118.2,0.091,0.299,-0.208,0.0,0.279,-0.279,-68.8,0
118.35,0.081,0.296,-0.215,0.0,0.272,-0.272,-67.0,0
118.5,0.084,0.292,-0.209,0.0,0.266,-0.266,-65.5,0
118.65,0.081,0.289,-0.208,0.0,0.261,-0.261,-64.4,0
118.8,0.081,0.287,-0.206,0.0,0.256,-0.256,-63.2,0
118.95,0.087,0.284,-0.197,0.0,0.252,-0.252,-62.1,0
119.1,0.084,0.281,-0.197,0.0,0.244,-0.244,-60.2,0
119.25,0.093,0.278,-0.185,0.0,0.236,-0.236,-58.3,0
119.4,0.091,0.274,-0.183,0.0,0.228,-0.228,-56.3,0
119.55,0.095,0.271,-0.177,0.0,0.224,-0.224,-55.2,0
119.7,0.106,0.268,-0.162,0.0,0.22,-0.22,-54.3,0
